,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,scopus,wos,kci,sum
116,Multi-Asymmetric Ion-Diode Membranes with Superior Selectivity and Zero Concentration Polarization Effect,0,Choi K.,American Chemical Society,"Jung Jaehoon, Kim Jongyoung, Lee Hansup, Kang Il-suk, Choi Kiwoon",10761-10767,Article,ACS Nano,16-Jul-19,,1,1,0,1
117,0,0,0,0,0,0,0,0,0,,0,0,1,1
118,0,0,0,0,0,0,0,0,0,,0,0,1,1
119,Comparison of nutrient intakes by nutritional anemia and the association between nutritional anemia and chronic diseases in Korean elderly: Based on the 2013-2015 Korea national health and nutrition examination survey data,0,Chang K.J.,Korean Nutrition Society,"Park Sohyun, Han Sohee, Chang Kyungja",543-554,Article,Nutrition Research and PracticeOpen Access,Dec-19,,1,1,1,1
120,0,0,0,0,0,0,0,0,0,,0,0,1,1
121,Consumption Patterns and Importance-Performance Analysis of Home Meal Replacements by Level of Taurine-Related Nutritional Knowledge in Korean Adults(Book Chapter),0,Chang K.J.,Springer New York LLC,"Park Sohyun, Bae Mi-ae, Han Sohee, Cheng Siyao, Kim Sung Hoon, Chang Kyungja",205-213,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
122,Demands for Development of Taurine-Containing Home Meal Replacement for Prevention of Dementia According to Age(Book Chapter),0,Chang K.J.,Springer New York LLC,"Park Sohyun, Bae Mi-ae, Han Sohee, Seo Young-deok, Kim Sung Hoon, Chang Kyungja",215-222,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
123,Dietary Taurine Intake and Its Food Sources in Korean Young Adults Using 2015 Korea National Health and Nutrition Examination Survey Data(Book Chapter),0,Chang K.J.,Springer New York LLC,"Han Sohee, Park Sohyun, Chang Kyungja",223-230,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
124,Effects of Dietary Taurine Supplementation on Blood and Urine Taurine Concentrations in the Elderly Women with Dementia(Book Chapter),0,Chang K.J.,Springer New York LLC,"Gao Ranran, Bae Mi-ae, Han Sohee, Chang Kyungja, Kim Sung Hoon",231-238,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
125,Food Preference of the Elderly for the Development of Taurine-Containing Elderly-Friendly Foods(Book Chapter),0,Chang K.J.,Springer New York LLC,"Bae Mi-ae, Park Sohyun, Han Sohee, Chang Kyungja, Kim Sung Hoon",249-259,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
126,"Positive Changes in Blood Lipid Profiles, Nutrition Knowledge, and Dietary Taurine Intake After 8-Week Nutrition Education Program in Low-Income Korean Children(Book Chapter)",0,Chang K.J.,Springer New York LLC,"Park Sohyun, Shin Ji-won, Kim Sung Hoon, Chang Kyungja",273-282,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
127,"Relationship Among Dietary Taurine Intake, Dietary Attitudes, Dietary Behaviors, and Life Stress by Depression in Korean Female College Students(Book Chapter)",0,Chang K.J.,Springer New York LLC,"Park Sohyun, Oh Eun-yeong, Kim Sung Hoon, Chang Kyungja",293-300,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
128,Taurine-Related Nutritional Knowledge Has a Positive Effect on Intake of Taurine and Cognitive Function in the Elderly(Book Chapter),0,Chang K.J.,Springer New York LLC,"Bae Mi-ae, Park Sohyun, Han Sohee, Chang Kyungja, Kim Sung Hoon",323-333,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
129,The Development of Taurine Supplementary Menus for the Prevention of Dementia and Their Positive Effect on the Cognitive Function in the Elderly with Dementia(Book Chapter),0,Chang K.J.,Springer New York LLC,"Bae Mi-ae, Gao Ranran, Cha Won, Sang Hyung-chul, Chang Kyungja, Kim Sung Hoon",335-347,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
130,Glucose-Taurine Reduced Exerts Neuroinflammatory Responses by Inhibition of NF-κB Activation in LPS-Induced BV2 Microglia(Book Chapter),0,Cheong S.H.,Springer New York LLC,"Lee Hwan, Lee Dongsung, Chang Kyungja, Kim Sung Hoon, Cheong Sunhee",857-867,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
131,Anti-inflammatory Action of Glucose-Taurine Reduced by Inhibiting NF-κB Activation in LPS-Activated RAW264.7 Macrophages(Book Chapter),0,Cheong S.H.,Springer New York LLC,"Lee Hwan, Lee Dongsung, Chang Kyungja, Kim Sung Hoon, Cheong Sunhee",989-999,Book Chapter,Advances in Experimental Medicine and Biology,2019,,1,1,0,1
132,0,0,0,0,0,0,0,0,0,,0,1,0,1
133,0,0,0,0,0,0,0,0,0,,0,0,1,1
134,0,0,0,0,0,0,0,0,0,,0,0,1,1
135,Influence of the distribution of nanoparticles on the NO2 sensing properties of SnO2 nanorods decorated with CaO and Pt,0,Lee C.,Elsevier Ltd,"Nam Bumhee, Lee Wooseok, Ko Taegyung Kyoung, Lee Chongmu, Hyun Soongkeun, Choi Seung-bok, Lee Wanin",649-659,Article,Journal of Alloys and Compounds,25-Sep-19,,1,1,0,1
136,NO2 sensing properties of WO3-decorated In2O3 nanorods and In2O3-decorated WO3 nanorods,0,Hyun S.-K.,Korea Nano Technology Research Society,"Nam Bumhee, Ko Taegyung Kyoung, Hyun Soongkeun, Lee Chongmu",40,Article,Nano ConvergenceOpen Access,01-Dec-19,,1,1,1,1
137,Marginal States of Light,0,Kim K.,The Korean Physical Society,Kim Kisik,941-945,Article,Journal of the Korean Physical Society,01-May-19,,1,1,1,1
138,0,0,0,0,0,0,0,0,0,,0,0,1,1
139,0,0,0,0,0,0,0,0,0,,0,0,1,1
140,0,0,0,0,0,0,0,0,0,,0,0,1,1
141,Robust visual tracking based on global-and-local search with confidence reliability estimation,0,Jo G.-S.,Elsevier B.V.,"Fang Yang, Ko Seunghyun, Jo Geun-sik",273-286,Article,Neurocomputing,20-Nov-19,,1,1,0,1
142,Visual tracking based on a unified tracking-and-detection framework with spatial-temporal consistency filtering,0,Jo G.-S.,Elsevier Ltd,"Fang Yang, Ko Seunghyun, Jo Geun-sik",106453,Article,Computers and Electrical Engineering,Dec-19,,1,1,0,1
143,0,0,0,0,0,0,0,0,0,,0,0,1,1
144,GM-CSF Enhances Mobilization of Bone Marrow Mesenchymal Stem Cells via a CXCR4-Medicated Mechanism,0,Park S.R.,Korean Tissue Engineering and Regenerative Medicine Society,"Kim Jiyoung, Kim Na-kyeong, Park So-ra, Choi Byunghyune",59-68,Article,Tissue Engineering and Regenerative Medicine,08-Feb-19,,1,1,1,1
145,Immunophenotype and Immune-Modulatory Activities of Human Fetal Cartilage-Derived Progenitor Cells,0,Min B.-H.,SAGE Publications Ltd,"Lee Su-jeong, Kim Jiyoung, Choi Woo-hee, Park Sora, Choi Byunghyune, Min Byoung Hyun",932-942,Article,Cell TransplantationOpen Access,01-Jul-19,,1,1,0,1
146,0,0,0,0,0,0,0,0,0,,0,0,1,1
147,0,0,0,0,0,0,0,0,0,,0,0,1,1
148,0,0,0,0,0,0,0,0,0,,0,0,1,1
149,0,0,0,0,0,0,0,0,0,,0,0,1,1
150,0,0,0,0,0,0,0,0,0,,0,0,0,0
151,"Configuration spaces, moduli spaces and 3-fold covering spaces",0,Song Y.,Springer New York LLC,"Kim Byungchun, Song Yongjin",391-409,Article,Manuscripta Mathematica,01-Nov-19,,1,1,0,1
152,Noncovalent Immobilization of Palladium Complex onto Reduced Graphene Oxide: A Highly Efficient and Recyclable Catalyst for Suzuki Reaction,0,Jin M.-J.,Wiley Blackwell,"Qian Yingjie, Jung Sangyung, Jin Myungjong",477-478,Article,Bulletin of the Korean Chemical SocietyOpen Access,Jun-19,,1,1,1,1
153,A Graphene Oxide Nanosheet Supported NHC-Palladium Complex as a Highly Efficient and Recyclable Suzuki Coupling Catalyst,0,Jin M.-J.,Georg Thieme Verlag,"Qian Yingjie, So Jaeil, Jung Sangyung, Hwang Sosan, Jin Myungjong, Shim Sang-eun",2287-2292,Article,Synthesis (Germany),Article number ss-2018-h0732-op,,1,1,0,1
154,Synthesis of novel and room temperature-operable palladium complexes on graphene oxide: An efficient recyclable catalyst for Suzuki-Miyaura coupling reactions,0,Shim S.E.,Korean Society of Industrial Engineering Chemistry,"Qian Yingjie, So Jaeil, Lee Myeongyeon, Hwang Sosan, Jin Myungjong, Shim Sang-eun",253-261,Article,Journal of Industrial and Engineering Chemistry,25-Jul-19,,1,1,1,1
155,Nanogap Engineering for Enhanced Transmission of Wire Grid Polarizers in Mid-Wavelength Infrared Region,0,Hwangbo C.K.,Nature Research,"Kim Wonyoung, Kim Minsuk, Kim Tae-young, Choi Hyunjin, Jin Myungjong, Lee Kyu-tae, Lee Minbaek, Hwangbo Chang-kwon",4201,Article,Scientific ReportsOpen Access,01-Dec-19,,1,1,0,1
156,Inhibition of Autolysosome Formation Improves rrhGAA Production Driven by RAmy3D Promoter in Transgenic Rice Cell Culture,0,Lee D.-Y.,Korean Society for Biotechnology and Bioengineering,"Hong Jongkwang, Choi Hong-yeol, Park Hae-rim, Kim Dong Il I., Lee Dongyup",568-578,Article,Biotechnology and Bioprocess Engineering,01-Jun-19,,1,1,1,1
157,0,0,0,0,0,0,0,0,0,,0,0,1,1
158,Production of recombinant human acid β-glucosidase with high mannose-type N-glycans in rice gnt1 mutant for potential treatment of Gaucher disease,0,Kim N.-S.,Academic Press Inc.,"Jung Jae-wan, Choi Hong-yeol, Huy Nguyen Xuan, Park Heajin, Kim Hahyung, Yang Moon-sik, Kang Seung-hoon, Kim Dong Il I., Kim Nan-sun",81-88,Article,Protein Expression and Purification,01-Jun-19,,1,1,0,1
159,Evaluating the impact of suramin additive on CHO cells producing Fc-fusion protein,0,Kim D.-I.,Springer Netherlands,"Lim Jin-hyuk, Cha Hyun-myoung, Han Hyejin, Kim Dong-il",1255-1263,Article,Biotechnology Letters,01-Nov-19,,1,1,0,1
160,Mixture separability loss in a deep convolutional network for image classification,0,Kim H.,Institution of Engineering and Technology,"Do Trungdung, Jin Chengbin, Nguyen Van Huan, Kim Hakil",135-141,Article,IET Image Processing,10-Jan-19,,1,1,0,1
161,Online multiple object tracking using confidence score-based appearance model learning and hierarchical data association,0,Kim H.,Institution of Engineering and Technology,"Liu Mingjie, Jin Chengbin, Yang Bin, Cui Xuenan, Kim Hakil",312-318,Article,IET Computer Vision,01-Apr-19,,1,1,0,1
162,Presentation Attack Detection Using a Tiny Fully Convolutional Network,0,Kim H.,Institute of Electrical and Electronics Engineers Inc.,"Park Eunsoo, Cui Xuenan, Nguyen Thi Hai Binh, Kim Hakil",3016-3025,Article,IEEE Transactions on Information Forensics and Security,Article number 8675334,,1,1,0,1
163,Deep CT to MR synthesis using paired and unpaired data,0,Kim H.,MDPI AG,"Jin Chengbin, Kim Hakil, Liu Mingjie, Jung Wonmo, Joo Seongsu, Park Eunsik, Ahn Youngsaem, Han Inho, Lee Jae-il, Cui Xuenan",2361,Article,Sensors (Switzerland)Open Access,02-May-19,,1,1,0,1
164,0,0,0,0,0,0,0,0,0,,0,1,0,1
165,Feasible self-calibration of larger field-of-view (FOV) camera sensors for the advanced driver-assistance system (ADAS),0,Kim H.,MDPI AG,"Kakani Vijay, Kim Hakil, Kumbham Mahendar, Park Donghun, Jin Chengbin, Nguyen Van Huan",3369,Article,Sensors (Switzerland)Open Access,01-Aug-19,,1,1,0,1
166,0,0,0,0,0,0,0,0,0,,0,0,1,1
167,0,0,0,0,0,0,0,0,0,,0,0,1,1
168,0,0,0,0,0,0,0,0,0,,0,0,1,1
169,0,0,0,0,0,0,0,0,0,,0,0,1,1
170,0,0,0,0,0,0,0,0,0,,0,0,1,1
171,0,0,0,0,0,0,0,0,0,,0,1,0,1
172,Bupivacaine-induced contraction is attenuated by endothelial nitric oxide release modulated by activation of both stimulatory and inhibitory phosphorylation (Ser1177 and Thr495) of endothelial nitric oxide synthase,0,Sohn J.-T.,Elsevier B.V.,"Lee Soo-hee, Park Chang-shin, Ok Seong-ho, Kim Dana, Kim Kyung-nam, Hong Jeong-min, Kim Ji-yoon, Bae Sung-il, An Seungmin, Sohn Jutae",121-128,Article,European Journal of Pharmacology,15-Jun-19,,1,1,0,1
173,Three-dimensional reconstruction of neurovascular network in whole mount preparations and thick-cut transverse sections of mouse urinary bladder,0,Suh J.-K.,Korean Society for Sexual Medicine and Andrology,"Nguyen Nhat Minh, Song Kang-moon, Choi Min-ji, Ghatak Kalyan, Limanjaya Anita, Kwon Mi-hye, Chung Doo-yong, Ock Jiyeon, Yin Guonan, Park Chang-shin, Suh Jun-kyu, Ryu Ji-kan",01월 08일,Article,World Journal of Men's Health,2019,,1,0,0,1
174,Korean medical students' attitudes toward academic misconduct: A cross-sectional multicenter study,0,Lee Y.-M.,Korean Society of Medical Education,"Chung Eun-kyung, Lee Youngmee, Chae Sujin, Yoon Tai-young, Kim Seok-yong, Park So-youn, Park Ji-young, Park Chang-shin",309-317,Article,Korean Journal of Medical Education,01-Dec-19,,1,0,1,1
175,Etlingera pavieana extract attenuates TNF-α induced vascular adhesion molecule expression in human endothelial cells through NF-κB and Akt/JNK pathways,0,Srisook K.,Springer,"Srisook Klaokwan, Potiprasart Kamonporn, Sarapusit Songklod, Park Chang-shin, Srisook Ekaruth",2019,Article,Inflammopharmacology,2019,,1,0,0,1
176,Robust position control and disturbance rejection of an industrial plant emulator system using the feedforward-feedback control,0,Choi S.B.,Elsevier Ltd,"Jeyasenthil Ramamoorthy, Choi Seung Bok, Purohit Harsh, Jung Dongsoo",29-38,Article,Mechatronics,Feb-19,,1,1,0,1
177,A CMOS PFM buck converter employing a digitally programmable voltage level-shifting technique,0,Yoon K.S.,Springer New York LLC,"Kim Jong-gu, So Jinwoo, Yoon Kwangsub",321-329,Article,Analog Integrated Circuits and Signal Processing,15-Feb-19,,1,1,0,1
178,A CMOS fourth-order delta-sigma modulator with a single reconfigurable fully differential amplifier,0,Yoon K.S.,Institute of Electronics Engineers of Korea,"Sung Jae-hyun, Yoon Kwangsub",226-232,Article,Journal of Semiconductor Technology and Science,Apr-19,,1,1,1,1
179,Two person interaction recognition based on effective hybrid learning,0,Rhee P.K.,Korean Society for Internet Information,"Ahmed Minhaz Uddin, Kim Yeong-hyeon, Kim Jin-woo, Bashar Md Rezaul, Rhee Phillkyu",751-770,Article,KSII Transactions on Internet and Information Systems,28-Feb-18,,1,1,1,1
180,Hierarchical open-set object detection in unseen data,0,Rhee P.K.,MDPI AG,"Kim Yeong-hyeon, Shin Dong-kyun, Ahmed Minhaz Uddin, Rhee Phillkyu",1271,Article,SymmetryOpen Access,01-Oct-19,,1,1,0,1
181,Heat Adaptation Improved Cell Viability of Probiotic Enterococcus faecium HL7 upon Various Environmental Stresses,0,So J.-S.,Springer New York LLC,"Shin Yujin, Kang Chang-ho, Kim Woori, So Jae-seong",618-626,Article,Probiotics and Antimicrobial Proteins,15-Jun-19,,1,1,0,1
182,0,0,0,0,0,0,0,0,0,,0,0,1,1
183,0,0,0,0,0,0,0,0,0,,0,0,1,1
184,Isolation of benzene tolerant bacteria and production of organic solvent stable enzymes from Bacillus species,0,Anbu P.,World Research Association,"Anbu Periasamy, So Jae-seong",05월 11일,Article,Research Journal of Biotechnology,Mar-19,,1,1,0,1
185,0,0,0,0,0,0,0,0,0,,0,0,1,1
186,Competition-induced increase of species abundance in mutualistic networks,0,Copyright 2019 Elsevier B.V. All rights reserved.,Institute of Physics Publishing,"Maeng Seong-eun, Lee Jae-woo, Lee Deok-sun",33502,Article,Journal of Statistical Mechanics: Theory and Experiment,19-Mar-19,,1,1,0,1
187,0,0,0,0,0,0,0,0,0,,0,0,0,0
188,0,0,0,0,0,0,0,0,0,,0,0,0,0
189,Parametric geometry analysis for circular-aperture off-axis parabolic mirror segment,0,Lee S.,SPIE,"Han Jeongyeol, Lee Sukmock, Kim Daewook",24010,Article,"Journal of Astronomical Telescopes, Instruments, and Systems",01-Apr-19,,1,1,0,1
190,0,0,0,0,0,0,0,0,0,,0,1,0,1
191,Study of Dynamic Behavior of Magnetostrictively Patterned Flexible Micro-Wings,0,Cho C.,Institute of Electrical and Electronics Engineers Inc.,"Cho Chongdu, Hong Yunhwa, Jiang Chao, Chen Yanqin",4001604,Article,IEEE Transactions on Magnetics,Feb-19,,1,1,0,1
192,Effect of Heat Treatment on Crack Propagation and Performance of Disk Brake with Cross Drilled Holes,0,Cho C.,Korean Society of Automotive Engineers,"Hong Yunhwa, Jung Taeksu, Cho Chongdu",177-185,Article,International Journal of Automotive Technology,01-Feb-19,,1,1,0,1
193,Effects of freeze-thaw thermal cycles on the mechanical degradation of the gas diffusion layer in polymer electrolyte membrane fuel cells,0,Cho C.,MDPI AG,"Chen Yanqin, Jiang Chao, Cho Chongdu",428,Article,PolymersOpen Access,01-Mar-19,,1,1,0,1
194,Quasi-static compressive behaviour of aluminium cenosphere syntactic foams,0,Sahu S.,Taylor and Francis Ltd.,"Sahu Sonika, Ansari Mohd Zahid, Mondal Dehi Pada, Cho Chongdu",856-864,Article,Materials Science and Technology (United Kingdom),03-May-19,,1,1,0,1
195,The influence of graphene on the dynamic mechanical behaviour of shear thickening fluids,0,Tan Z.,Elsevier B.V.,"Tan Zhuhua, Ma Haoqin, Zhou Hao, Han Xu, Cho Chongdu",2416-2421,Article,Advanced Powder Technology,Oct-19,,1,1,0,1
196,A three-dimensional finite element analysis model for SH-SAW torque sensors,0,Cho C.,MDPI AG,"Jiang Chao, Chen Yanqin, Cho Chongdu",4290,Article,Sensors (Switzerland)Open Access,01-Oct-19,,1,1,0,1
197,An experimental investigation of three-dimensional mechanical characteristics of gas diffusion layers in proton electrolyte membrane fuel cells,0,Cho C.,Springer New York LLC,"Chen Yanqin, Jiang Chao, Cho Chongdu",2021-2030,Article,Journal of Solid State Electrochemistry,19-Jul-19,,1,1,0,1
198,Establishing RVE model composed of dry fibers and matrix for 3D four-directional braided composites,0,Hu D.,SAGE Publications Ltd,"Zhang Long, Hu Dianyin, Wang Rongqiao, Zeng Yuqi, Cho Chongdu",1917-1931,Article,Journal of Composite Materials,01-Jun-19,,1,1,0,1
199,Effects of sodium hypochlorite concentration on the methanogenic activity in an anaerobic fluidized membrane bioreactor,0,Bae J.,Elsevier B.V.,"Lee Eunyoung, Rout Prangya Ranjan, Shin Chungheon, Bae Jaeho",85-93,Article,Science of the Total Environment,15-Aug-19,,1,1,0,1
200,A comparative pilot-scale evaluation of gas-sparged and granular activated carbon-fluidized anaerobic membrane bioreactors for domestic wastewater treatment,0,Evans P.J.,Elsevier Ltd,"Evans Patrick J., Parameswaran Prathap, Lim Kahao, Bae Jaeho, Shin Chungheon, Ho Jaeho, McCarty Perry L.",120949,Article,Bioresource Technology,Sep-19,,1,1,0,1
201,Light-weight implementation of SSL for secure remote healthcare system,0,Copyright 2019 Elsevier B.V. All rights reserved.,International Research Publication House,"Kim Kichang, Sook Changhyun, Hwang Jinsoo",85-88,Article,International Journal of Engineering Research and Technology,2019,,1,0,0,1
202,0,0,0,0,0,0,0,0,0,,0,0,1,1
203,0,0,0,0,0,0,0,0,0,,0,0,0,0
204,Cyclic iRGD peptide as a dual-functional on-off gatekeeper of mesoporous nanocontainers for targeting NRP-1 and selective drug release triggered by conformational conversion,0,Park H.J.,Royal Society of Chemistry,"Lee Jeonghun, Oh Eun-taex, Lee Jinyoung, Kang Taehyeong, Kim Ha-gyeong, Kang Hansol, Park Heon-joo, Kim Chulhee",1517-1522,Article,New Journal of Chemistry,2019,,1,1,0,1
205,Stimuli-Responsive Structural Transformation of Self-Assembled Dendron-Peptide Conjugate and Its Triggered Cargo Release,0,Kim C.,Polymer Society of Korea,"Lee Jeonghun, Noh Eunbyeol, Kim Chulhee",105-108,Article,Macromolecular Research,01-Jan-19,,1,1,1,1
206,Specific HER2 targeting and triggered drug release by conformational transformation of a dual-functional peptide gatekeeper on mesoporous nanocontainers,0,Park H.J.,Royal Society of Chemistry,"Lee Jeonghun, Oh Eun-taex, Kang Hansol, Kim Jiwon, Kim Ha-gyeong, Park Heon-joo, Kim Chulhee",11497-11502,Article,New Journal of Chemistry,2019,,1,1,0,1
207,Glucosamine improves survival in a mouse model of sepsis and attenuates sepsis-induced lung injury and inflammation,0,Han I.-O.,American Society for Biochemistry and Molecular Biology Inc.,"Hwang Jisun, Kim Kyung-hong, Park Jiwon, Kim Sang-min, Cho Hyeongjin, Lee Yunkyoung, Han Innoc",608-622,Article,Journal of Biological Chemistry,11-Jan-19,,1,1,0,1
208,An alpha-lipoic acid-decursinol hybrid compound attenuates lipopolysaccharide-mediated inflammation in BV2 and RAW264.7 cells,0,Han I.-O.,The Biochemical Society of the Republic of Korea,"Kwon Mi-youn, Park Jiwon, Kim Sang-min, Lee Jooweon, Cho Hyeongjin, Park Jeong-ho, Han Innoc",508-513,Article,BMB ReportsOpen Access,2019,,1,1,1,1
209,"Accessory Nerves of the Forehead: A Newly Discovered Frontotemporal Neurovascular Bundle and Its Implications in the Treatment of Frontal Headache, Migraine Surgery, and Cosmetic Temple Filler Injection",0,Amirlak B.,Lippincott Williams and Wilkins,"Amirlak Bardia A., Chung Michael Hsiang, Pezeshk Ronnie A., Sanniec Kyle J.",1252-1259,Conference Paper,Plastic and Reconstructive Surgery,01-May-18,,1,1,0,1
